Date,Region,Service,Daily_Usage_Units,Peak_Usage_Units,VM_Count,Storage_TB,Season,Econ_Index,Downtime_Min
2021-04-22,East US,Storage,0,0,0,348,Spring,99,3
2021-04-22,West Europe,Compute,69041,76232,8034,0,Spring,93,0
2021-04-22,West Europe,Storage,0,0,0,327,Spring,87,0
2021-04-22,Central India,Compute,126112,142500,11420,0,Spring,102,0
2021-04-22,Central India,Storage,0,0,0,1108,Spring,98,3
2021-04-23,East US,Compute,86883,91744,3483,0,Spring,93,3
2021-04-23,East US,Storage,0,0,0,597,Spring,91,3
2021-04-23,West Europe,Compute,156308,172196,7269,0,Spring,102,0
2021-04-23,West Europe,Storage,0,0,0,871,Spring,90,2
2021-04-23,Central India,Compute,133469,165325,3927,0,Spring,96,2
2021-04-23,Central India,Storage,0,0,0,523,Spring,99,0
2021-04-24,East US,Compute,98375,104180,11950,0,Spring,84,0
2021-04-24,East US,Storage,0,0,0,767,Spring,93,0
2021-04-24,West Europe,Compute,162552,188682,9854,0,Spring,89,0
2021-04-24,West Europe,Storage,0,0,0,1112,Spring,90,0
2021-04-24,Central India,Compute,52729,60785,8016,0,Spring,96,2
2021-04-24,Central India,Storage,0,0,0,964,Spring,86,1
2021-04-25,East US,Compute,120071,142415,3972,0,Spring,109,0
2021-04-25,East US,Storage,0,0,0,1124,Spring,84,0
2021-04-25,West Europe,Compute,76997,93399,7904,0,Spring,106,0
2021-04-25,West Europe,Storage,0,0,0,805,Spring,86,0
2021-04-25,Central India,Compute,64004,79298,10490,0,Spring,86,3
2021-04-25,Central India,Storage,0,0,0,814,Spring,106,0
2021-04-26,East US,Compute,175008,193244,12936,0,Spring,104,1
2021-04-26,East US,Storage,0,0,0,664,Spring,84,1
2021-04-26,West Europe,Compute,170757,183597,14027,0,Spring,86,1
2021-04-26,West Europe,Storage,0,0,0,626,Spring,105,2
2021-04-26,Central India,Compute,81637,89003,11151,0,Spring,108,3
2021-04-26,Central India,Storage,0,0,0,305,Spring,82,3
2021-04-27,East US,Compute,165026,182984,7609,0,Spring,94,3
2021-04-27,East US,Storage,0,0,0,325,Spring,84,3
2021-04-27,West Europe,Compute,112406,119070,9489,0,Spring,82,1
2021-04-27,West Europe,Storage,0,0,0,1027,Spring,91,0
2021-04-27,Central India,Compute,88313,99444,7143,0,Spring,92,3
2021-04-27,Central India,Storage,0,0,0,1157,Spring,94,1
2021-04-28,East US,Compute,93255,106656,11233,0,Spring,82,0
2021-04-28,East US,Storage,0,0,0,334,Spring,103,0
2021-04-28,West Europe,Compute,81829,90239,8796,0,Spring,80,0
2021-04-28,West Europe,Storage,0,0,0,385,Spring,106,0
2021-04-28,Central India,Compute,139458,157319,14951,0,Spring,89,3
2021-04-28,Central India,Storage,0,0,0,1016,Spring,97,0
2021-04-29,East US,Compute,81680,98582,9560,0,Spring,89,0
2021-04-29,East US,Storage,0,0,0,1076,Spring,105,3
2021-04-29,West Europe,Compute,136998,144496,12456,0,Spring,102,3
2021-04-29,West Europe,Storage,0,0,0,674,Spring,82,0
2021-04-29,Central India,Compute,67931,72400,3340,0,Spring,87,1
2021-04-29,Central India,Storage,0,0,0,391,Spring,98,0
2021-04-30,East US,Compute,68895,76171,4874,0,Spring,105,0
2021-04-30,East US,Storage,0,0,0,1083,Spring,82,0
2021-04-30,West Europe,Compute,65062,73250,8816,0,Spring,88,0
2021-04-30,West Europe,Storage,0,0,0,687,Spring,103,0
2021-04-30,Central India,Compute,110987,138217,4731,0,Spring,100,0
2021-04-30,Central India,Storage,0,0,0,566,Spring,97,0
2021-05-01,East US,Compute,90677,100966,5202,0,Spring,81,0
2021-05-01,East US,Storage,0,0,0,409,Spring,84,0
2021-05-01,West Europe,Compute,108578,134706,3019,0,Spring,108,1
2021-05-01,West Europe,Storage,0,0,0,598,Spring,80,1
2021-05-01,Central India,Compute,155597,186823,7738,0,Spring,94,1
2021-05-01,Central India,Storage,0,0,0,355,Spring,81,0
2021-05-02,East US,Compute,140487,151883,4550,0,Spring,102,2
2021-05-02,East US,Storage,0,0,0,922,Spring,98,1
2021-05-02,West Europe,Compute,64874,70739,11865,0,Spring,93,0
2021-05-02,West Europe,Storage,0,0,0,660,Spring,95,2
2021-05-02,Central India,Compute,65994,77190,12957,0,Spring,101,2
2021-05-02,Central India,Storage,0,0,0,1146,Spring,94,0
2021-05-03,East US,Compute,143536,169365,6885,0,Spring,84,0
2021-05-03,East US,Storage,0,0,0,964,Spring,97,1
2021-05-03,West Europe,Compute,179558,210111,12554,0,Spring,87,2
2021-05-03,West Europe,Storage,0,0,0,584,Spring,98,3
2021-05-03,Central India,Compute,175309,184535,8713,0,Spring,89,3
2021-05-03,Central India,Storage,0,0,0,973,Spring,109,3
2021-05-04,East US,Compute,74008,82985,14062,0,Spring,107,0
2021-05-04,East US,Storage,0,0,0,304,Spring,105,0
2021-05-04,West Europe,Compute,74228,89028,10660,0,Spring,109,1
2021-05-04,West Europe,Storage,0,0,0,389,Spring,85,2
2021-05-04,Central India,Compute,88017,93728,13198,0,Spring,91,0
2021-05-04,Central India,Storage,0,0,0,545,Spring,81,0
2021-05-05,East US,Compute,111879,131385,8252,0,Spring,87,1
2021-05-05,East US,Storage,0,0,0,1084,Spring,88,1
2021-05-05,West Europe,Compute,66372,72669,6490,0,Spring,98,2
2021-05-05,West Europe,Storage,0,0,0,723,Spring,80,2
2021-05-05,Central India,Compute,170844,205306,10166,0,Spring,90,0
2021-05-05,Central India,Storage,0,0,0,1159,Spring,86,0
2021-05-06,East US,Compute,154984,165464,7472,0,Spring,81,0
2021-05-06,East US,Storage,0,0,0,326,Spring,92,0
2021-05-06,West Europe,Compute,76135,94918,12335,0,Spring,83,3
2021-05-06,West Europe,Storage,0,0,0,1179,Spring,95,1
2021-05-06,Central India,Compute,122095,142233,9872,0,Spring,92,3
2021-05-06,Central India,Storage,0,0,0,985,Spring,95,0
2021-05-07,East US,Compute,103515,128351,14586,0,Spring,108,2
2021-05-07,East US,Storage,0,0,0,899,Spring,87,0
2021-05-07,West Europe,Compute,67175,83559,9785,0,Spring,85,1
2021-05-07,West Europe,Storage,0,0,0,508,Spring,83,2
2021-05-07,Central India,Compute,53892,57897,11135,0,Spring,92,0
2021-05-07,Central India,Storage,0,0,0,504,Spring,109,1
2021-05-08,East US,Compute,178742,215960,3320,0,Spring,83,1
2021-05-08,East US,Storage,0,0,0,329,Spring,94,2
2021-05-08,West Europe,Compute,105797,129604,3709,0,Spring,109,1
2021-05-08,West Europe,Storage,0,0,0,370,Spring,107,3
2021-05-08,Central India,Compute,112645,136926,7471,0,Spring,101,0
2021-05-08,Central India,Storage,0,0,0,948,Spring,94,3
2021-05-09,East US,Compute,123623,141168,7591,0,Spring,98,2
2021-05-09,East US,Storage,0,0,0,879,Spring,101,2
2021-05-09,West Europe,Compute,53223,66271,4717,0,Spring,89,0
2021-05-09,West Europe,Storage,0,0,0,631,Spring,105,0
2021-05-09,Central India,Compute,173210,201086,8238,0,Spring,90,0
2021-05-09,Central India,Storage,0,0,0,390,Spring,101,1
2021-05-10,East US,Compute,130368,155287,10273,0,Spring,109,1
2021-05-10,East US,Storage,0,0,0,672,Spring,99,2
2021-05-10,West Europe,Compute,171699,211787,10737,0,Spring,80,0
2021-05-10,West Europe,Storage,0,0,0,819,Spring,84,2
2021-05-10,Central India,Compute,68650,73533,8034,0,Spring,109,0
2021-05-10,Central India,Storage,0,0,0,469,Spring,107,2
2021-05-11,East US,Compute,112320,121381,6706,0,Spring,80,0
2021-05-11,East US,Storage,0,0,0,376,Spring,93,1
2021-05-11,West Europe,Compute,166785,176815,12199,0,Spring,108,0
2021-05-11,West Europe,Storage,0,0,0,1153,Spring,90,0
2021-05-11,Central India,Compute,124973,146435,3409,0,Spring,92,0
2021-05-11,Central India,Storage,0,0,0,810,Spring,83,1
2021-05-12,East US,Compute,97431,118326,9532,0,Spring,92,0
2021-05-12,East US,Storage,0,0,0,986,Spring,102,0
2021-05-12,West Europe,Compute,70626,76073,13700,0,Spring,88,0
2021-05-12,West Europe,Storage,0,0,0,871,Spring,96,2
2021-05-12,Central India,Compute,155988,194660,14977,0,Spring,88,0
2021-05-12,Central India,Storage,0,0,0,978,Spring,98,0
2021-05-13,East US,Compute,130661,144567,12959,0,Spring,86,2
2021-05-13,East US,Storage,0,0,0,472,Spring,80,0
2021-05-13,West Europe,Compute,131312,159425,10999,0,Spring,92,3
2021-05-13,West Europe,Storage,0,0,0,434,Spring,93,0
2021-05-13,Central India,Compute,94241,102219,3438,0,Spring,101,0
2021-05-13,Central India,Storage,0,0,0,900,Spring,87,0
2021-05-14,East US,Compute,153165,174595,5605,0,Spring,105,1
2021-05-14,East US,Storage,0,0,0,782,Spring,82,2
2021-05-14,West Europe,Compute,96820,117011,5789,0,Spring,86,2
2021-05-14,West Europe,Storage,0,0,0,1132,Spring,95,3
2021-05-14,Central India,Compute,106592,125719,12773,0,Spring,82,0
2021-05-14,Central India,Storage,0,0,0,366,Spring,92,0
2021-05-15,East US,Compute,140324,169048,9307,0,Spring,86,3
2021-05-15,East US,Storage,0,0,0,1030,Spring,83,1
2021-05-15,West Europe,Compute,159996,169660,4817,0,Spring,94,0
2021-05-15,West Europe,Storage,0,0,0,730,Spring,107,0
2021-05-15,Central India,Compute,82546,88968,14016,0,Spring,81,0
2021-05-15,Central India,Storage,0,0,0,736,Spring,94,0
2021-05-16,East US,Compute,137724,153572,11072,0,Spring,98,2
2021-05-16,East US,Storage,0,0,0,301,Spring,101,3
2021-05-16,West Europe,Compute,178928,222219,9136,0,Spring,106,0
2021-05-16,West Europe,Storage,0,0,0,665,Spring,87,3
2021-05-16,Central India,Compute,150902,171586,7905,0,Spring,109,2
2021-05-16,Central India,Storage,0,0,0,1059,Spring,93,1
2021-05-17,East US,Compute,136191,158436,14487,0,Spring,98,1
2021-05-17,East US,Storage,0,0,0,427,Spring,81,1
2021-05-17,West Europe,Compute,136368,143825,13568,0,Spring,84,0
2021-05-17,West Europe,Storage,0,0,0,742,Spring,88,2
2021-05-17,Central India,Compute,82802,92249,7659,0,Spring,108,0
2021-05-17,Central India,Storage,0,0,0,720,Spring,96,1
2021-05-18,East US,Compute,110674,116263,9457,0,Spring,102,3
2021-05-18,East US,Storage,0,0,0,664,Spring,104,0
2021-05-18,West Europe,Compute,107076,119010,12944,0,Spring,97,0
2021-05-18,West Europe,Storage,0,0,0,699,Spring,98,0
2021-05-18,Central India,Compute,172613,194744,10967,0,Spring,109,1
2021-05-18,Central India,Storage,0,0,0,649,Spring,88,0
2021-05-19,East US,Compute,66814,79748,8529,0,Spring,92,1
2021-05-19,East US,Storage,0,0,0,1023,Spring,86,1
2021-05-19,West Europe,Compute,177171,193194,11286,0,Spring,108,0
2021-05-19,West Europe,Storage,0,0,0,439,Spring,103,2
2021-05-19,Central India,Compute,99820,123798,13668,0,Spring,81,3
2021-05-19,Central India,Storage,0,0,0,836,Spring,92,0
2021-05-20,East US,Compute,81960,92075,6745,0,Spring,82,2
2021-05-20,East US,Storage,0,0,0,689,Spring,86,1
2021-05-20,West Europe,Compute,73311,81329,5901,0,Spring,104,0
2021-05-20,West Europe,Storage,0,0,0,488,Spring,85,0
2021-05-20,Central India,Compute,84149,104933,9124,0,Spring,88,3
2021-05-20,Central India,Storage,0,0,0,1059,Spring,100,0
2021-05-21,East US,Compute,107996,125912,10546,0,Spring,102,2
2021-05-21,East US,Storage,0,0,0,487,Spring,103,0
2021-05-21,West Europe,Compute,103246,118076,14609,0,Spring,102,0
2021-05-21,West Europe,Storage,0,0,0,363,Spring,80,3
2021-05-21,Central India,Compute,147893,157138,13702,0,Spring,99,2
2021-05-21,Central India,Storage,0,0,0,502,Spring,83,1
2021-05-22,East US,Compute,152382,181830,5745,0,Spring,105,2
2021-05-22,East US,Storage,0,0,0,328,Spring,109,0
2021-05-22,West Europe,Compute,139373,153159,14051,0,Spring,91,2
2021-05-22,West Europe,Storage,0,0,0,1045,Spring,105,0
2021-05-22,Central India,Compute,93538,113677,3988,0,Spring,91,2
2021-05-22,Central India,Storage,0,0,0,1134,Spring,100,3
2021-05-23,East US,Compute,96553,117059,4266,0,Spring,102,2
2021-05-23,East US,Storage,0,0,0,478,Spring,103,1
2021-05-23,West Europe,Compute,111675,121890,12646,0,Spring,108,2
2021-05-23,West Europe,Storage,0,0,0,609,Spring,87,2
2021-05-23,Central India,Compute,91536,105395,8310,0,Spring,106,0
2021-05-23,Central India,Storage,0,0,0,814,Spring,90,1
2021-05-24,East US,Compute,51420,54491,10574,0,Spring,101,0
2021-05-24,East US,Storage,0,0,0,479,Spring,99,0
2021-05-24,West Europe,Compute,50057,60505,10937,0,Spring,94,1
2021-05-24,West Europe,Storage,0,0,0,996,Spring,85,0
2021-05-24,Central India,Compute,111890,133673,4162,0,Spring,85,3
2021-05-24,Central India,Storage,0,0,0,1149,Spring,103,3
2021-05-25,East US,Compute,172455,214716,11780,0,Spring,99,0
2021-05-25,East US,Storage,0,0,0,939,Spring,108,0
2021-05-25,West Europe,Compute,94762,106749,9843,0,Spring,84,0
2021-05-25,West Europe,Storage,0,0,0,975,Spring,105,0
2021-05-25,Central India,Compute,155000,171373,5936,0,Spring,99,3
2021-05-25,Central India,Storage,0,0,0,363,Spring,97,3
2021-05-26,East US,Compute,78967,98388,14562,0,Spring,83,3
2021-05-26,East US,Storage,0,0,0,529,Spring,102,0
2021-05-26,West Europe,Compute,147799,184575,3816,0,Spring,81,2
2021-05-26,West Europe,Storage,0,0,0,701,Spring,88,2
2021-05-26,Central India,Compute,115700,128041,12078,0,Spring,94,3
2021-05-26,Central India,Storage,0,0,0,912,Spring,101,0
2021-05-27,East US,Compute,113006,141122,9963,0,Spring,99,0
2021-05-27,East US,Storage,0,0,0,1153,Spring,106,3
2021-05-27,West Europe,Compute,68615,79419,9822,0,Spring,92,0
2021-05-27,West Europe,Storage,0,0,0,539,Spring,93,0
2021-05-27,Central India,Compute,76744,95350,7411,0,Spring,103,2
2021-05-27,Central India,Storage,0,0,0,982,Spring,99,0
2021-05-28,East US,Compute,162641,202356,10735,0,Spring,102,0
2021-05-28,East US,Storage,0,0,0,554,Spring,101,2
2021-05-28,West Europe,Compute,94267,108972,3094,0,Spring,100,0
2021-05-28,West Europe,Storage,0,0,0,616,Spring,85,0
2021-05-28,Central India,Compute,122265,140654,11419,0,Spring,95,3
2021-05-28,Central India,Storage,0,0,0,1182,Spring,87,2
2021-05-29,East US,Compute,149016,168601,11695,0,Spring,82,3
2021-05-29,East US,Storage,0,0,0,1156,Spring,91,0
2021-05-29,West Europe,Compute,116708,129532,12256,0,Spring,108,2
2021-05-29,West Europe,Storage,0,0,0,800,Spring,86,0
2021-05-29,Central India,Compute,122179,141131,6903,0,Spring,107,2
2021-05-29,Central India,Storage,0,0,0,1094,Spring,109,2
2021-05-30,East US,Compute,101204,119945,10332,0,Spring,88,0
2021-05-30,East US,Storage,0,0,0,391,Spring,82,0
2021-05-30,West Europe,Compute,147141,168562,11362,0,Spring,81,3
2021-05-30,West Europe,Storage,0,0,0,500,Spring,93,0
2021-05-30,Central India,Compute,90031,100993,11610,0,Spring,97,0
2021-05-30,Central India,Storage,0,0,0,644,Spring,87,0
2021-05-31,East US,Compute,169552,194816,6397,0,Spring,107,0
2021-05-31,East US,Storage,0,0,0,873,Spring,105,0
2021-05-31,West Europe,Compute,74557,80395,5566,0,Spring,95,2
2021-05-31,West Europe,Storage,0,0,0,1065,Spring,98,0
2021-05-31,Central India,Compute,152958,176694,5963,0,Spring,86,0
2021-05-31,Central India,Storage,0,0,0,432,Spring,97,0
2021-06-01,East US,Compute,141669,159552,5012,0,Summer,80,0
2021-06-01,East US,Storage,0,0,0,338,Summer,107,0
2021-06-01,West Europe,Compute,51674,60273,7980,0,Summer,86,1
2021-06-01,West Europe,Storage,0,0,0,703,Summer,83,0
2021-06-01,Central India,Compute,164933,202955,4696,0,Summer,91,2
2021-06-01,Central India,Storage,0,0,0,511,Summer,87,2
2021-06-02,East US,Compute,121687,143779,4740,0,Summer,88,1
2021-06-02,East US,Storage,0,0,0,478,Summer,99,2
2021-06-02,West Europe,Compute,91892,109375,8391,0,Summer,106,3
2021-06-02,West Europe,Storage,0,0,0,828,Summer,102,1
2021-06-02,Central India,Compute,54256,60924,11161,0,Summer,94,2
2021-06-02,Central India,Storage,0,0,0,763,Summer,104,2
2021-06-03,East US,Compute,88580,93293,5164,0,Summer,109,1
2021-06-03,East US,Storage,0,0,0,696,Summer,88,3
2021-06-03,West Europe,Compute,152237,168133,7503,0,Summer,99,0
2021-06-03,West Europe,Storage,0,0,0,739,Summer,85,2
2021-06-03,Central India,Compute,63007,72156,4595,0,Summer,81,0
2021-06-03,Central India,Storage,0,0,0,712,Summer,108,0
2021-06-04,East US,Compute,63370,69511,5574,0,Summer,91,3
2021-06-04,East US,Storage,0,0,0,1139,Summer,90,0
2021-06-04,West Europe,Compute,108859,126296,7019,0,Summer,82,0
2021-06-04,West Europe,Storage,0,0,0,1123,Summer,107,0
2021-06-04,Central India,Compute,60006,67637,14660,0,Summer,91,0
2021-06-04,Central India,Storage,0,0,0,452,Summer,88,0
2021-06-05,East US,Compute,54114,62461,3830,0,Summer,97,2
2021-06-05,East US,Storage,0,0,0,626,Summer,103,1
2021-06-05,West Europe,Compute,67934,76866,14821,0,Summer,92,3
2021-06-05,West Europe,Storage,0,0,0,708,Summer,101,2
2021-06-05,Central India,Compute,179345,211145,14959,0,Summer,84,0
2021-06-05,Central India,Storage,0,0,0,957,Summer,109,0
2021-06-06,East US,Compute,151881,170959,4751,0,Summer,104,2
2021-06-06,East US,Storage,0,0,0,873,Summer,93,2
2021-06-06,West Europe,Compute,75556,86739,11840,0,Summer,109,0
2021-06-06,West Europe,Storage,0,0,0,872,Summer,80,1
2021-06-06,Central India,Compute,104975,117922,5197,0,Summer,92,3
2021-06-06,Central India,Storage,0,0,0,545,Summer,89,2
2021-06-07,East US,Compute,117423,136383,4943,0,Summer,106,1
2021-06-07,East US,Storage,0,0,0,791,Summer,109,0
2021-06-07,West Europe,Compute,115509,126592,8437,0,Summer,103,0
2021-06-07,West Europe,Storage,0,0,0,1065,Summer,94,0
2021-06-07,Central India,Compute,173624,202040,3744,0,Summer,88,0
2021-06-07,Central India,Storage,0,0,0,577,Summer,106,2
2021-06-08,East US,Compute,147799,164716,11122,0,Summer,108,3
2021-06-08,East US,Storage,0,0,0,575,Summer,107,0
2021-06-08,West Europe,Compute,162127,174046,11131,0,Summer,99,2
2021-06-08,West Europe,Storage,0,0,0,543,Summer,98,0
2021-06-08,Central India,Compute,53099,59956,8166,0,Summer,83,2
2021-06-08,Central India,Storage,0,0,0,708,Summer,86,1
2021-06-09,East US,Compute,114291,130383,11663,0,Summer,98,0
2021-06-09,East US,Storage,0,0,0,978,Summer,84,0
2021-06-09,West Europe,Compute,150754,177417,3436,0,Summer,105,0
2021-06-09,West Europe,Storage,0,0,0,648,Summer,87,2
2021-06-09,Central India,Compute,122969,145107,10287,0,Summer,85,2
2021-06-09,Central India,Storage,0,0,0,582,Summer,101,2
2021-06-10,East US,Compute,84463,97807,4963,0,Summer,102,3
2021-06-10,East US,Storage,0,0,0,661,Summer,98,0
2021-06-10,West Europe,Compute,104803,125678,7870,0,Summer,87,2
2021-06-10,West Europe,Storage,0,0,0,486,Summer,105,0
2021-06-10,Central India,Compute,169266,181534,7033,0,Summer,84,2
2021-06-10,Central India,Storage,0,0,0,1054,Summer,91,0
2021-06-11,East US,Compute,94427,104604,6162,0,Summer,103,0
2021-06-11,East US,Storage,0,0,0,759,Summer,104,2
2021-06-11,West Europe,Compute,156208,178784,10811,0,Summer,94,0
2021-06-11,West Europe,Storage,0,0,0,887,Summer,81,1
2021-06-11,Central India,Compute,153408,175021,3812,0,Summer,92,0
2021-06-11,Central India,Storage,0,0,0,840,Summer,99,0
2021-06-12,East US,Compute,61130,72643,13445,0,Summer,97,1
2021-06-12,East US,Storage,0,0,0,1168,Summer,102,1
2021-06-12,West Europe,Compute,154352,163864,7752,0,Summer,86,0
2021-06-12,West Europe,Storage,0,0,0,650,Summer,102,0
2021-06-12,Central India,Compute,92988,108372,3019,0,Summer,107,1
2021-06-12,Central India,Storage,0,0,0,824,Summer,107,3
2021-06-13,East US,Compute,60839,70013,14579,0,Summer,101,2
2021-06-13,East US,Storage,0,0,0,733,Summer,82,0
2021-06-13,West Europe,Compute,160400,195053,4970,0,Summer,87,0
2021-06-13,West Europe,Storage,0,0,0,1093,Summer,105,0
2021-06-13,Central India,Compute,133667,146204,11436,0,Summer,88,0
2021-06-13,Central India,Storage,0,0,0,604,Summer,100,0
2021-06-14,East US,Compute,142486,163410,13459,0,Summer,107,1
2021-06-14,East US,Storage,0,0,0,611,Summer,82,0
2021-06-14,West Europe,Compute,82233,91051,14063,0,Summer,108,0
2021-06-14,West Europe,Storage,0,0,0,762,Summer,93,3
2021-06-14,Central India,Compute,117833,136125,11267,0,Summer,92,3
2021-06-14,Central India,Storage,0,0,0,1138,Summer,107,2
2021-06-15,East US,Compute,145508,178203,7045,0,Summer,85,0
2021-06-15,East US,Storage,0,0,0,1108,Summer,107,0
2021-06-15,West Europe,Compute,123191,140587,10237,0,Summer,80,2
2021-06-15,West Europe,Storage,0,0,0,1185,Summer,82,1
2021-06-15,Central India,Compute,123437,134297,10815,0,Summer,95,3
2021-06-15,Central India,Storage,0,0,0,460,Summer,102,0
2021-06-16,East US,Compute,172867,209682,13056,0,Summer,108,1
2021-06-16,East US,Storage,0,0,0,603,Summer,87,2
2021-06-16,West Europe,Compute,104724,118823,6890,0,Summer,93,0
2021-06-16,West Europe,Storage,0,0,0,990,Summer,105,2
2021-06-16,Central India,Compute,87072,105536,3517,0,Summer,81,3
2021-06-16,Central India,Storage,0,0,0,456,Summer,95,3
2021-06-17,East US,Compute,66573,72972,9091,0,Summer,103,1
2021-06-17,East US,Storage,0,0,0,583,Summer,90,0
2021-06-17,West Europe,Compute,119103,142421,3139,0,Summer,83,0
2021-06-17,West Europe,Storage,0,0,0,642,Summer,85,0
2021-06-17,Central India,Compute,134385,165695,13962,0,Summer,90,0
2021-06-17,Central India,Storage,0,0,0,1077,Summer,104,0
2021-06-18,East US,Compute,140716,162715,10940,0,Summer,95,2
2021-06-18,East US,Storage,0,0,0,1081,Summer,91,3
2021-06-18,West Europe,Compute,159810,184242,11087,0,Summer,100,3
2021-06-18,West Europe,Storage,0,0,0,1076,Summer,85,2
2021-06-18,Central India,Compute,139619,172907,10480,0,Summer,82,0
2021-06-18,Central India,Storage,0,0,0,622,Summer,90,1
2021-06-19,East US,Compute,51165,55006,5552,0,Summer,95,0
2021-06-19,East US,Storage,0,0,0,1143,Summer,95,2
2021-06-19,West Europe,Compute,153217,183051,12149,0,Summer,93,0
2021-06-19,West Europe,Storage,0,0,0,815,Summer,82,3
2021-06-19,Central India,Compute,121063,140858,11700,0,Summer,91,0
2021-06-19,Central India,Storage,0,0,0,925,Summer,93,0
2021-06-20,East US,Compute,59714,66773,12170,0,Summer,102,1
2021-06-20,East US,Storage,0,0,0,920,Summer,104,2
2021-06-20,West Europe,Compute,167218,187811,8402,0,Summer,99,2
2021-06-20,West Europe,Storage,0,0,0,735,Summer,91,0
2021-06-20,Central India,Compute,137974,163076,6137,0,Summer,97,0
2021-06-20,Central India,Storage,0,0,0,608,Summer,87,3
2021-06-21,East US,Compute,137646,147589,11580,0,Summer,90,2
2021-06-21,East US,Storage,0,0,0,785,Summer,97,3
2021-06-21,West Europe,Compute,86116,106603,5823,0,Summer,97,0
2021-06-21,West Europe,Storage,0,0,0,1134,Summer,97,0
2021-06-21,Central India,Compute,102755,120608,9724,0,Summer,109,0
2021-06-21,Central India,Storage,0,0,0,340,Summer,98,3
2021-06-22,East US,Compute,110031,131890,5315,0,Summer,105,0
2021-06-22,East US,Storage,0,0,0,995,Summer,104,0
2021-06-22,West Europe,Compute,137198,153999,7517,0,Summer,106,0
2021-06-22,West Europe,Storage,0,0,0,1169,Summer,108,2
2021-06-22,Central India,Compute,126132,142693,3690,0,Summer,90,0
2021-06-22,Central India,Storage,0,0,0,1111,Summer,108,0
2021-06-23,East US,Compute,109758,134402,12401,0,Summer,105,1
2021-06-23,East US,Storage,0,0,0,1179,Summer,92,3
2021-06-23,West Europe,Compute,111331,123061,4902,0,Summer,99,0
2021-06-23,West Europe,Storage,0,0,0,1085,Summer,86,0
2021-06-23,Central India,Compute,164820,196666,3700,0,Summer,100,3
2021-06-23,Central India,Storage,0,0,0,399,Summer,99,1
2021-06-24,East US,Compute,146459,176652,10560,0,Summer,92,0
2021-06-24,East US,Storage,0,0,0,812,Summer,98,0
2021-06-24,West Europe,Compute,125832,155132,8858,0,Summer,108,1
2021-06-24,West Europe,Storage,0,0,0,347,Summer,99,2
2021-06-24,Central India,Compute,147556,181453,13034,0,Summer,91,0
2021-06-24,Central India,Storage,0,0,0,582,Summer,80,0
2021-06-25,East US,Compute,130513,138026,12264,0,Summer,102,0
2021-06-25,East US,Storage,0,0,0,1123,Summer,89,2
2021-06-25,West Europe,Compute,102074,122743,14823,0,Summer,80,3
2021-06-25,West Europe,Storage,0,0,0,622,Summer,82,0
2021-06-25,Central India,Compute,66386,82914,8996,0,Summer,100,2
2021-06-25,Central India,Storage,0,0,0,848,Summer,108,0
2021-06-26,East US,Compute,144539,153017,6901,0,Summer,87,3
2021-06-26,East US,Storage,0,0,0,312,Summer,108,0
2021-06-26,West Europe,Compute,70173,86332,12361,0,Summer,96,0
2021-06-26,West Europe,Storage,0,0,0,548,Summer,101,2
2021-06-26,Central India,Compute,121788,151120,10879,0,Summer,84,0
2021-06-26,Central India,Storage,0,0,0,1061,Summer,92,0
2021-06-27,East US,Compute,50076,57650,9937,0,Summer,91,0
2021-06-27,East US,Storage,0,0,0,599,Summer,107,3
2021-06-27,West Europe,Compute,127010,149110,5059,0,Summer,103,0
2021-06-27,West Europe,Storage,0,0,0,880,Summer,83,3
2021-06-27,Central India,Compute,128869,140044,3814,0,Summer,96,0
2021-06-27,Central India,Storage,0,0,0,405,Summer,105,2
2021-06-28,East US,Compute,102554,124756,5707,0,Summer,97,2
2021-06-28,East US,Storage,0,0,0,892,Summer,84,0
2021-06-28,West Europe,Compute,76898,87239,6754,0,Summer,102,1
2021-06-28,West Europe,Storage,0,0,0,950,Summer,96,0
2021-06-28,Central India,Compute,89871,97078,9575,0,Summer,102,0
2021-06-28,Central India,Storage,0,0,0,837,Summer,91,3
2021-06-29,East US,Compute,99169,123338,5930,0,Summer,95,3
2021-06-29,East US,Storage,0,0,0,1105,Summer,92,2
2021-06-29,West Europe,Compute,149533,178045,12456,0,Summer,100,0
2021-06-29,West Europe,Storage,0,0,0,1114,Summer,89,1
2021-06-29,Central India,Compute,73030,77197,12092,0,Summer,107,0
2021-06-29,Central India,Storage,0,0,0,1194,Summer,93,2
2021-06-30,East US,Compute,80900,94150,14997,0,Summer,82,0
2021-06-30,East US,Storage,0,0,0,373,Summer,107,2
2021-06-30,West Europe,Compute,79953,91069,10709,0,Summer,94,0
2021-06-30,West Europe,Storage,0,0,0,1138,Summer,94,2
2021-06-30,Central India,Compute,118744,136615,6767,0,Summer,99,0
2021-06-30,Central India,Storage,0,0,0,857,Summer,92,1
2021-07-01,East US,Compute,139514,147675,7276,0,Summer,83,0
2021-07-01,East US,Storage,0,0,0,965,Summer,96,0
2021-07-01,West Europe,Compute,52478,62362,14004,0,Summer,84,1
2021-07-01,West Europe,Storage,0,0,0,674,Summer,102,0
2021-07-01,Central India,Compute,114074,124261,10104,0,Summer,105,1
2021-07-01,Central India,Storage,0,0,0,1023,Summer,83,0
2021-07-02,East US,Compute,172209,202722,14335,0,Summer,91,1
2021-07-02,East US,Storage,0,0,0,871,Summer,89,2
