Date,Region,Service,Daily_Usage_Units,Peak_Usage_Units,VM_Count,Storage_TB,Season,Econ_Index,Downtime_Min,Usage_Lag_1,Usage_Lag_7,Week_Over_Week_Growth,Seasonality_Factor
2024-04-02,East US,Storage,0,0,0,405,Spring,94,2,0.0,0.0,,1.1340109514117
2024-04-03,East US,Storage,0,0,0,842,Spring,109,2,0.0,0.0,,1.1758378213049898
2024-04-04,East US,Storage,0,0,0,315,Spring,103,3,0.0,0.0,,1.0897652329669976
2024-04-05,East US,Storage,0,0,0,923,Spring,94,0,0.0,0.0,,1.1025688650213963
2024-04-06,East US,Storage,0,0,0,561,Spring,107,3,0.0,0.0,,1.1092658494911958
2024-04-07,East US,Storage,0,0,0,935,Spring,107,2,0.0,0.0,,1.1160175804416588
2024-04-08,East US,Storage,0,0,0,935,Spring,83,0,0.0,0.0,,1.1816434832034213
2024-04-09,East US,Storage,0,0,0,1153,Spring,91,2,0.0,0.0,,1.0826362734591108
2024-04-10,East US,Storage,0,0,0,894,Spring,106,3,0.0,0.0,,1.095600680017385
2024-04-11,East US,Storage,0,0,0,705,Spring,84,0,0.0,0.0,,1.1750323832896192
2024-04-12,East US,Storage,0,0,0,851,Spring,102,0,0.0,0.0,,1.0673769194379559
2024-04-13,East US,Storage,0,0,0,799,Spring,91,1,0.0,0.0,,1.1234153342836444
2024-04-14,East US,Storage,0,0,0,453,Spring,109,3,0.0,0.0,,1.0890060952202711
2024-04-15,East US,Storage,0,0,0,386,Spring,91,3,0.0,0.0,,1.1649656629263856
2024-04-16,East US,Storage,0,0,0,878,Spring,87,0,0.0,0.0,,1.148061336794188
2024-04-17,East US,Storage,0,0,0,613,Spring,99,0,0.0,0.0,,1.1960547952131804
2024-04-18,East US,Storage,0,0,0,1008,Spring,85,0,0.0,0.0,,1.0990117895853857
2024-04-19,East US,Storage,0,0,0,1133,Spring,97,0,0.0,0.0,,1.1231596487279272
2024-04-20,East US,Storage,0,0,0,1002,Spring,100,2,0.0,0.0,,1.163854117730839
2024-04-21,East US,Storage,0,0,0,787,Spring,100,2,0.0,0.0,,1.0520616118217097
2024-04-22,East US,Storage,0,0,0,721,Spring,106,0,0.0,0.0,,1.0562460347849862
2024-04-23,East US,Storage,0,0,0,576,Spring,108,0,0.0,0.0,,1.1947911255582664
2024-04-24,East US,Storage,0,0,0,578,Spring,106,3,0.0,0.0,,1.1197432132688743
2024-04-25,East US,Storage,0,0,0,555,Spring,94,3,0.0,0.0,,1.1494029631907592
2024-04-26,East US,Storage,0,0,0,859,Spring,107,1,0.0,0.0,,1.1256491969532887
2024-04-27,East US,Storage,0,0,0,981,Spring,100,0,0.0,0.0,,1.1085226933364698
2024-04-28,East US,Storage,0,0,0,410,Spring,88,2,0.0,0.0,,1.1661985415992644
2024-04-29,East US,Storage,0,0,0,616,Spring,91,2,0.0,0.0,,1.1162343749417645
2024-04-30,East US,Storage,0,0,0,1076,Spring,91,1,0.0,0.0,,1.0817223420868298
2024-05-01,East US,Storage,0,0,0,1066,Spring,108,0,0.0,0.0,,1.1247449128054656
2024-05-02,East US,Storage,0,0,0,358,Spring,90,0,0.0,0.0,,1.1570823563455772
2024-05-03,East US,Storage,0,0,0,1138,Spring,107,2,0.0,0.0,,1.053884928117733
2024-05-04,East US,Storage,0,0,0,949,Spring,107,2,0.0,0.0,,1.1244057806431431
2024-05-05,East US,Storage,0,0,0,496,Spring,91,1,0.0,0.0,,1.147339491772808
2024-05-06,East US,Storage,0,0,0,697,Spring,92,1,0.0,0.0,,1.1763854933252897
2024-05-07,East US,Storage,0,0,0,613,Spring,87,2,0.0,0.0,,1.1523896046731847
2024-05-08,East US,Storage,0,0,0,514,Spring,91,0,0.0,0.0,,1.163879094343094
2024-05-09,East US,Storage,0,0,0,948,Spring,88,0,0.0,0.0,,1.1076969344770056
2024-05-10,East US,Storage,0,0,0,317,Spring,101,0,0.0,0.0,,1.1981105921703994
2024-05-11,East US,Storage,0,0,0,817,Spring,83,0,0.0,0.0,,1.0682280754141946
2024-05-12,East US,Storage,0,0,0,781,Spring,95,0,0.0,0.0,,1.1826579970711757
2024-05-13,East US,Storage,0,0,0,1063,Spring,96,0,0.0,0.0,,1.1002102227093347
2024-05-14,East US,Storage,0,0,0,979,Spring,108,3,0.0,0.0,,1.0983580973592115
2024-05-15,East US,Storage,0,0,0,331,Spring,97,0,0.0,0.0,,1.133856568712561
2024-05-16,East US,Storage,0,0,0,1100,Spring,87,0,0.0,0.0,,1.1071077562886604
2024-05-17,East US,Storage,0,0,0,837,Spring,84,0,0.0,0.0,,1.0694136256753846
2024-05-18,East US,Storage,0,0,0,689,Spring,94,2,0.0,0.0,,1.071146376258664
2024-05-19,East US,Storage,0,0,0,1043,Spring,108,3,0.0,0.0,,1.0668202504734532
2024-05-20,East US,Storage,0,0,0,695,Spring,93,3,0.0,0.0,,1.1770297447645446
2024-05-21,East US,Storage,0,0,0,783,Spring,83,1,0.0,0.0,,1.1641404755104379
2024-05-22,East US,Storage,0,0,0,497,Spring,105,3,0.0,0.0,,1.1673156679605696
2024-05-23,East US,Storage,0,0,0,1046,Spring,105,0,0.0,0.0,,1.0842818239838485
2024-05-24,East US,Storage,0,0,0,556,Spring,93,0,0.0,0.0,,1.1335297253535734
2024-05-25,East US,Storage,0,0,0,619,Spring,84,0,0.0,0.0,,1.1928663492243174
2024-05-26,East US,Storage,0,0,0,1142,Spring,88,2,0.0,0.0,,1.0782740065558563
2024-05-27,East US,Storage,0,0,0,578,Spring,101,1,0.0,0.0,,1.0538530512289375
2024-05-28,East US,Storage,0,0,0,1087,Spring,87,0,0.0,0.0,,1.0537763937925229
2024-05-29,East US,Storage,0,0,0,635,Spring,101,0,0.0,0.0,,1.1468964311165213
2024-05-30,East US,Storage,0,0,0,882,Spring,101,2,0.0,0.0,,1.1353498748268664
2024-05-31,East US,Storage,0,0,0,491,Spring,80,1,0.0,0.0,,1.1960061973329983
2024-06-01,East US,Storage,0,0,0,863,Summer,92,1,0.0,0.0,,1.1204800711331124
2024-06-02,East US,Storage,0,0,0,1102,Summer,99,1,0.0,0.0,,1.1316272506228355
2024-06-03,East US,Storage,0,0,0,927,Summer,95,0,0.0,0.0,,1.1745174978300796
2024-06-04,East US,Storage,0,0,0,509,Summer,89,0,0.0,0.0,,1.17319256987718
2024-06-05,East US,Storage,0,0,0,911,Summer,81,0,0.0,0.0,,1.1464810774491654
2024-06-06,East US,Storage,0,0,0,855,Summer,98,0,0.0,0.0,,1.195187375554572
2024-06-07,East US,Storage,0,0,0,838,Summer,97,0,0.0,0.0,,1.1319835929508972
2024-06-08,East US,Storage,0,0,0,561,Summer,92,2,0.0,0.0,,1.0972268106871768
2024-06-09,East US,Storage,0,0,0,480,Summer,80,1,0.0,0.0,,1.1617310930512825
2024-06-10,East US,Storage,0,0,0,1088,Summer,95,2,0.0,0.0,,1.0616331151843315
2024-06-11,East US,Storage,0,0,0,414,Summer,90,2,0.0,0.0,,1.0839478990574472
2024-06-12,East US,Storage,0,0,0,434,Summer,81,0,0.0,0.0,,1.1567208738261014
2024-06-13,East US,Storage,0,0,0,1055,Summer,84,0,0.0,0.0,,1.0958899757632414
2024-06-14,East US,Storage,0,0,0,800,Summer,86,0,0.0,0.0,,1.1597019679079228
2024-06-15,East US,Storage,0,0,0,1144,Summer,92,0,0.0,0.0,,1.1193852161591646
2024-06-16,East US,Storage,0,0,0,874,Summer,90,3,0.0,0.0,,1.1472627028859117
2024-06-17,East US,Storage,0,0,0,1151,Summer,108,3,0.0,0.0,,1.087183643689576
2024-06-18,East US,Storage,0,0,0,1114,Summer,107,2,0.0,0.0,,1.0842641482999178
2024-06-19,East US,Storage,0,0,0,862,Summer,85,0,0.0,0.0,,1.067485364093816
2024-06-20,East US,Storage,0,0,0,469,Summer,97,0,0.0,0.0,,1.199845984924583
2024-06-21,East US,Storage,0,0,0,1146,Summer,101,2,0.0,0.0,,1.1444663348481794
2024-06-22,East US,Storage,0,0,0,377,Summer,82,3,0.0,0.0,,1.186043643923795
2024-06-23,East US,Storage,0,0,0,643,Summer,95,1,0.0,0.0,,1.1092944385892538
2024-06-24,East US,Storage,0,0,0,479,Summer,88,1,0.0,0.0,,1.1576249043872373
2024-06-25,East US,Storage,0,0,0,1026,Summer,99,0,0.0,0.0,,1.1929763381957081
2024-06-26,East US,Storage,0,0,0,351,Summer,87,2,0.0,0.0,,1.0736987323332072
2024-06-27,East US,Storage,0,0,0,631,Summer,86,2,0.0,0.0,,1.1990866203180341
2024-06-28,East US,Storage,0,0,0,605,Summer,89,3,0.0,0.0,,1.137258954225416
2024-06-29,East US,Storage,0,0,0,535,Summer,104,3,0.0,0.0,,1.0887431303616601
2024-06-30,East US,Storage,0,0,0,561,Summer,105,0,0.0,0.0,,1.0535771137479744
2024-07-01,East US,Storage,0,0,0,331,Summer,88,0,0.0,0.0,,1.0654383794290343
2024-07-02,East US,Storage,0,0,0,493,Summer,102,0,0.0,0.0,,1.1070553652654416
2024-07-03,East US,Storage,0,0,0,943,Summer,106,0,0.0,0.0,,1.1232620860721483
2024-07-04,East US,Storage,0,0,0,697,Summer,97,3,0.0,0.0,,1.149900085587479
2024-07-05,East US,Storage,0,0,0,550,Summer,92,0,0.0,0.0,,1.0799085600820097
2024-07-06,East US,Storage,0,0,0,828,Summer,103,0,0.0,0.0,,1.099080286405099
2024-07-07,East US,Storage,0,0,0,915,Summer,99,3,0.0,0.0,,1.0938916894343353
2024-07-08,East US,Storage,0,0,0,500,Summer,90,0,0.0,0.0,,1.1921382783426595
2024-07-09,East US,Storage,0,0,0,746,Summer,82,2,0.0,0.0,,1.1720745658860814
2024-07-10,East US,Storage,0,0,0,435,Summer,101,3,0.0,0.0,,1.1703889050879053
2024-07-11,East US,Storage,0,0,0,519,Summer,83,1,0.0,0.0,,1.1685228664457303
2024-07-12,East US,Storage,0,0,0,908,Summer,105,3,0.0,0.0,,1.0902697514059456
2024-07-13,East US,Storage,0,0,0,890,Summer,89,1,0.0,0.0,,1.1178715498472982
2024-07-14,East US,Storage,0,0,0,1167,Summer,81,0,0.0,0.0,,1.1582000963592227
2024-07-15,East US,Storage,0,0,0,429,Summer,108,0,0.0,0.0,,1.1694434043985473
2024-07-16,East US,Storage,0,0,0,825,Summer,108,0,0.0,0.0,,1.1006686260875276
2024-07-17,East US,Storage,0,0,0,1162,Summer,80,0,0.0,0.0,,1.1684691505365554
2024-07-18,East US,Storage,0,0,0,909,Summer,93,0,0.0,0.0,,1.1263078486557276
2024-07-19,East US,Storage,0,0,0,993,Summer,102,2,0.0,0.0,,1.1304156698947585
2024-07-20,East US,Storage,0,0,0,1036,Summer,82,0,0.0,0.0,,1.0692825074746644
2024-07-21,East US,Storage,0,0,0,671,Summer,107,0,0.0,0.0,,1.113166473251186
2024-07-22,East US,Storage,0,0,0,535,Summer,102,3,0.0,0.0,,1.090176304077306
2024-07-23,East US,Storage,0,0,0,903,Summer,103,0,0.0,0.0,,1.183982985364376
2024-07-24,East US,Storage,0,0,0,1005,Summer,100,0,0.0,0.0,,1.1536162864940818
2024-07-25,East US,Storage,0,0,0,1192,Summer,105,2,0.0,0.0,,1.0780970159843344
2024-07-26,East US,Storage,0,0,0,378,Summer,95,3,0.0,0.0,,1.188895784146075
2024-07-27,East US,Storage,0,0,0,1101,Summer,99,3,0.0,0.0,,1.1037133439082552
2024-07-28,East US,Storage,0,0,0,659,Summer,94,0,0.0,0.0,,1.096730755084783
2024-07-29,East US,Storage,0,0,0,956,Summer,105,1,0.0,0.0,,1.192648341143724
2024-07-30,East US,Storage,0,0,0,735,Summer,94,0,0.0,0.0,,1.1204655088979527
2024-07-31,East US,Storage,0,0,0,406,Summer,87,0,0.0,0.0,,1.1392756105848825
2024-08-01,East US,Storage,0,0,0,979,Summer,84,0,0.0,0.0,,1.1065317043158285
2024-08-02,East US,Storage,0,0,0,1076,Summer,93,0,0.0,0.0,,1.1937653176280627
2024-08-03,East US,Storage,0,0,0,847,Summer,91,3,0.0,0.0,,1.0705252826706502
2024-08-04,East US,Storage,0,0,0,388,Summer,81,0,0.0,0.0,,1.086974495064726
2024-08-05,East US,Storage,0,0,0,869,Summer,81,1,0.0,0.0,,1.1347932580716036
2024-08-06,East US,Storage,0,0,0,641,Summer,94,0,0.0,0.0,,1.1451322795623426
2024-08-07,East US,Storage,0,0,0,617,Summer,105,0,0.0,0.0,,1.138026203013814
2024-08-08,East US,Storage,0,0,0,1018,Summer,97,0,0.0,0.0,,1.1269598475638105
2024-08-09,East US,Storage,0,0,0,1095,Summer,85,3,0.0,0.0,,1.0525932647411775
2024-08-10,East US,Storage,0,0,0,958,Summer,85,1,0.0,0.0,,1.1673315999989347
2024-08-11,East US,Storage,0,0,0,1183,Summer,90,1,0.0,0.0,,1.140504864057624
2024-08-12,East US,Storage,0,0,0,493,Summer,99,2,0.0,0.0,,1.115184039326047
2024-08-13,East US,Storage,0,0,0,440,Summer,99,2,0.0,0.0,,1.0549372942677737
2024-08-14,East US,Storage,0,0,0,932,Summer,90,0,0.0,0.0,,1.0602007831982891
2024-08-15,East US,Storage,0,0,0,349,Summer,80,0,0.0,0.0,,1.106712631403151
2024-08-16,East US,Storage,0,0,0,563,Summer,101,0,0.0,0.0,,1.067932812852387
2024-08-17,East US,Storage,0,0,0,806,Summer,104,3,0.0,0.0,,1.1295486135591637
2024-08-18,East US,Storage,0,0,0,470,Summer,105,0,0.0,0.0,,1.1956314334948714
2024-08-19,East US,Storage,0,0,0,1155,Summer,108,0,0.0,0.0,,1.1740007642290125
2024-08-20,East US,Storage,0,0,0,361,Summer,105,0,0.0,0.0,,1.0925066444200937
2024-08-21,East US,Storage,0,0,0,518,Summer,83,2,0.0,0.0,,1.1564504496162995
2024-08-22,East US,Storage,0,0,0,366,Summer,100,0,0.0,0.0,,1.1726567594241981
2024-08-23,East US,Storage,0,0,0,700,Summer,96,0,0.0,0.0,,1.0640779283965298
2024-08-24,East US,Storage,0,0,0,1199,Summer,108,3,0.0,0.0,,1.0965045958973365
2024-08-25,East US,Storage,0,0,0,619,Summer,84,0,0.0,0.0,,1.1810871944566634
2024-08-26,East US,Storage,0,0,0,1056,Summer,83,0,0.0,0.0,,1.0514244790726763
2024-08-27,East US,Storage,0,0,0,781,Summer,107,2,0.0,0.0,,1.1639250412693343
2024-08-28,East US,Storage,0,0,0,425,Summer,100,0,0.0,0.0,,1.1101758571769538
2024-08-29,East US,Storage,0,0,0,586,Summer,84,0,0.0,0.0,,1.0623253278868459
2024-08-30,East US,Storage,0,0,0,365,Summer,96,1,0.0,0.0,,1.059116902970655
2024-08-31,East US,Storage,0,0,0,325,Summer,80,0,0.0,0.0,,1.072194509513082
2024-09-01,East US,Storage,0,0,0,1057,Autumn,87,0,0.0,0.0,,1.1509597854101077
2024-09-02,East US,Storage,0,0,0,980,Autumn,104,2,0.0,0.0,,1.0878945911129982
2024-09-03,East US,Storage,0,0,0,945,Autumn,105,2,0.0,0.0,,1.1622201018630993
2024-09-04,East US,Storage,0,0,0,1015,Autumn,92,2,0.0,0.0,,1.1721866535725225
2024-09-05,East US,Storage,0,0,0,1098,Autumn,88,0,0.0,0.0,,1.0542523955187677
2024-09-06,East US,Storage,0,0,0,1147,Autumn,80,0,0.0,0.0,,1.1926269068224473
2024-09-07,East US,Storage,0,0,0,723,Autumn,92,0,0.0,0.0,,1.1600326194720438
2024-09-08,East US,Storage,0,0,0,877,Autumn,94,2,0.0,0.0,,1.1527409530432993
2024-09-09,East US,Storage,0,0,0,479,Autumn,84,3,0.0,0.0,,1.0598539258576625
2024-09-10,East US,Storage,0,0,0,941,Autumn,85,0,0.0,0.0,,1.1585220355696206
2024-09-11,East US,Storage,0,0,0,1083,Autumn,93,0,0.0,0.0,,1.1502329381506362
2024-09-12,East US,Storage,0,0,0,601,Autumn,84,0,0.0,0.0,,1.1466342157346467
2024-09-13,East US,Storage,0,0,0,887,Autumn,100,3,0.0,0.0,,1.0991991965344967
2024-09-14,East US,Storage,0,0,0,957,Autumn,109,0,0.0,0.0,,1.0685724317965837
2024-09-15,East US,Storage,0,0,0,565,Autumn,81,0,0.0,0.0,,1.0693082978353625
2024-09-16,East US,Storage,0,0,0,462,Autumn,80,2,0.0,0.0,,1.112276095855714
2024-09-17,East US,Storage,0,0,0,1048,Autumn,102,0,0.0,0.0,,1.0550536824197978
2024-09-18,East US,Storage,0,0,0,933,Autumn,84,3,0.0,0.0,,1.1520532785535618
2024-09-19,East US,Storage,0,0,0,489,Autumn,101,0,0.0,0.0,,1.0838131939694444
2024-09-20,East US,Storage,0,0,0,1018,Autumn,86,2,0.0,0.0,,1.1879970491824365
2024-09-21,East US,Storage,0,0,0,988,Autumn,83,1,0.0,0.0,,1.0536337449186757
2024-09-22,East US,Storage,0,0,0,457,Autumn,85,0,0.0,0.0,,1.0725150790873426
2024-09-23,East US,Storage,0,0,0,609,Autumn,109,3,0.0,0.0,,1.1260863453780106
2024-09-24,East US,Storage,0,0,0,788,Autumn,106,3,0.0,0.0,,1.0571781119161157
2024-09-25,East US,Storage,0,0,0,316,Autumn,104,0,0.0,0.0,,1.0858604565402432
2024-09-26,East US,Storage,0,0,0,379,Autumn,105,0,0.0,0.0,,1.1497353179374543
2024-09-27,East US,Storage,0,0,0,497,Autumn,89,3,0.0,0.0,,1.1444027535852002
2024-09-28,East US,Storage,0,0,0,1174,Autumn,87,3,0.0,0.0,,1.0811199731603185
2024-09-29,East US,Storage,0,0,0,360,Autumn,84,0,0.0,0.0,,1.1617729957306475
2024-09-30,East US,Storage,0,0,0,1062,Autumn,88,3,0.0,0.0,,1.0894275401840428
2024-10-01,East US,Storage,0,0,0,461,Autumn,109,1,0.0,0.0,,1.189325685799276
2024-10-02,East US,Storage,0,0,0,812,Autumn,89,2,0.0,0.0,,1.1362838349244533
2024-10-03,East US,Storage,0,0,0,959,Autumn,101,0,0.0,0.0,,1.0608578543790035
2024-10-04,East US,Storage,0,0,0,973,Autumn,101,2,0.0,0.0,,1.1487374117081501
2024-10-05,East US,Storage,0,0,0,645,Autumn,107,2,0.0,0.0,,1.070740597252309
2024-10-06,East US,Storage,0,0,0,843,Autumn,83,3,0.0,0.0,,1.135385574838971
2024-10-07,East US,Storage,0,0,0,881,Autumn,87,0,0.0,0.0,,1.1326448727766203
2024-10-08,East US,Storage,0,0,0,656,Autumn,93,0,0.0,0.0,,1.1143979212259423
2024-10-09,East US,Storage,0,0,0,559,Autumn,86,0,0.0,0.0,,1.1592910055503909
2024-10-10,East US,Storage,0,0,0,623,Autumn,106,0,0.0,0.0,,1.123214807113278
2024-10-11,East US,Storage,0,0,0,1129,Autumn,83,0,0.0,0.0,,1.148115598203444
2024-10-12,East US,Storage,0,0,0,485,Autumn,92,3,0.0,0.0,,1.1917536718223578
2024-10-13,East US,Storage,0,0,0,1144,Autumn,80,0,0.0,0.0,,1.1579404139992013
2024-10-14,East US,Storage,0,0,0,1143,Autumn,89,1,0.0,0.0,,1.1487215553627432
2024-10-15,East US,Storage,0,0,0,955,Autumn,108,0,0.0,0.0,,1.0865999506883215
2024-10-16,East US,Storage,0,0,0,1011,Autumn,91,0,0.0,0.0,,1.1040160278084288
2024-10-17,East US,Storage,0,0,0,975,Autumn,108,1,0.0,0.0,,1.098690248859143
2024-10-18,East US,Storage,0,0,0,383,Autumn,91,2,0.0,0.0,,1.097013398903356
2024-10-19,East US,Storage,0,0,0,1067,Autumn,83,1,0.0,0.0,,1.0946591807087693
2024-10-20,East US,Storage,0,0,0,898,Autumn,92,0,0.0,0.0,,1.1707450804088666
2024-10-21,East US,Storage,0,0,0,1175,Autumn,104,0,0.0,0.0,,1.05209275498727
2024-10-22,East US,Storage,0,0,0,953,Autumn,80,0,0.0,0.0,,1.1323925982911867
2024-10-23,East US,Storage,0,0,0,1127,Autumn,104,0,0.0,0.0,,1.0534386443522321
2024-10-24,East US,Storage,0,0,0,880,Autumn,97,0,0.0,0.0,,1.1254554161186752
2024-10-25,East US,Storage,0,0,0,513,Autumn,84,3,0.0,0.0,,1.1991795885969838
2024-10-26,East US,Storage,0,0,0,784,Autumn,107,1,0.0,0.0,,1.1128382181125065
2024-10-27,East US,Storage,0,0,0,1041,Autumn,101,2,0.0,0.0,,1.1377448578830516
2024-10-28,East US,Storage,0,0,0,837,Autumn,89,2,0.0,0.0,,1.1352059707271385
2024-10-29,East US,Storage,0,0,0,406,Autumn,87,1,0.0,0.0,,1.1184599898760408
2024-10-30,East US,Storage,0,0,0,982,Autumn,88,1,0.0,0.0,,1.1617547862493867
2024-10-31,East US,Storage,0,0,0,963,Autumn,80,0,0.0,0.0,,1.1497331300617901
2024-11-01,East US,Storage,0,0,0,380,Autumn,103,0,0.0,0.0,,1.1473337818776932
2024-11-02,East US,Storage,0,0,0,1053,Autumn,108,0,0.0,0.0,,1.1683156436851627
2024-11-03,East US,Storage,0,0,0,926,Autumn,93,3,0.0,0.0,,1.196939365964357
2024-11-04,East US,Storage,0,0,0,1188,Autumn,89,0,0.0,0.0,,1.1207315879071396
2024-11-05,East US,Storage,0,0,0,686,Autumn,81,2,0.0,0.0,,1.0957840498519271
2024-11-06,East US,Storage,0,0,0,351,Autumn,94,0,0.0,0.0,,1.1610398186279054
2024-11-07,East US,Storage,0,0,0,772,Autumn,100,3,0.0,0.0,,1.1383880402716398
2024-11-08,East US,Storage,0,0,0,1146,Autumn,95,1,0.0,0.0,,1.1409313302099813
2024-11-09,East US,Storage,0,0,0,438,Autumn,84,2,0.0,0.0,,1.0544070915239736
2024-11-10,East US,Storage,0,0,0,460,Autumn,96,3,0.0,0.0,,1.1532422960910218
2024-11-11,East US,Storage,0,0,0,313,Autumn,86,0,0.0,0.0,,1.1595103577820163
2024-11-12,East US,Storage,0,0,0,466,Autumn,107,0,0.0,0.0,,1.114223259159667
2024-11-13,East US,Storage,0,0,0,1017,Autumn,93,0,0.0,0.0,,1.0831636356521033
2024-11-14,East US,Storage,0,0,0,891,Autumn,94,1,0.0,0.0,,1.1478138807828333
2024-11-15,East US,Storage,0,0,0,804,Autumn,96,0,0.0,0.0,,1.1720268181871962
2024-11-16,East US,Storage,0,0,0,305,Autumn,92,0,0.0,0.0,,1.1174770894425157
2024-11-17,East US,Storage,0,0,0,962,Autumn,98,1,0.0,0.0,,1.086942335917851
2024-11-18,East US,Storage,0,0,0,648,Autumn,109,0,0.0,0.0,,1.1465486976652628
2024-11-19,East US,Storage,0,0,0,715,Autumn,86,0,0.0,0.0,,1.0828688329756173
2024-11-20,East US,Storage,0,0,0,671,Autumn,92,0,0.0,0.0,,1.0845486276224827
2024-11-21,East US,Storage,0,0,0,1018,Autumn,92,0,0.0,0.0,,1.1837234735866617
2024-11-22,East US,Storage,0,0,0,607,Autumn,105,0,0.0,0.0,,1.1843001507960453
2024-11-23,East US,Storage,0,0,0,820,Autumn,96,2,0.0,0.0,,1.1435605057082538
2024-11-24,East US,Storage,0,0,0,708,Autumn,83,2,0.0,0.0,,1.17234524453515
2024-11-25,East US,Storage,0,0,0,1098,Autumn,98,2,0.0,0.0,,1.0786352374068362
2024-11-26,East US,Storage,0,0,0,795,Autumn,109,3,0.0,0.0,,1.1255057615102562
2024-11-27,East US,Storage,0,0,0,1085,Autumn,82,0,0.0,0.0,,1.1736550785082567
2024-11-28,East US,Storage,0,0,0,344,Autumn,88,0,0.0,0.0,,1.0896359196167429
2024-11-29,East US,Storage,0,0,0,513,Autumn,92,2,0.0,0.0,,1.0504740397617285
2024-11-30,East US,Storage,0,0,0,490,Autumn,93,3,0.0,0.0,,1.1625890905047087
2024-12-01,East US,Storage,0,0,0,383,Winter,96,2,0.0,0.0,,1.0559635790705244
2024-12-02,East US,Storage,0,0,0,1127,Winter,101,0,0.0,0.0,,1.0650184616600888
2024-12-03,East US,Storage,0,0,0,783,Winter,99,3,0.0,0.0,,1.0693651504578523
2024-12-04,East US,Storage,0,0,0,613,Winter,84,3,0.0,0.0,,1.1032866715204874
2024-12-05,East US,Storage,0,0,0,471,Winter,100,2,0.0,0.0,,1.1801865238417752
2024-12-06,East US,Storage,0,0,0,496,Winter,86,0,0.0,0.0,,1.0526120471205624
2024-12-07,East US,Storage,0,0,0,873,Winter,104,0,0.0,0.0,,1.109342360951357
2024-12-08,East US,Storage,0,0,0,700,Winter,107,0,0.0,0.0,,1.1889824772232362
2024-12-09,East US,Storage,0,0,0,994,Winter,109,3,0.0,0.0,,1.1033926875527889
2024-12-10,East US,Storage,0,0,0,506,Winter,81,3,0.0,0.0,,1.1407888944260327
2024-12-11,East US,Storage,0,0,0,1084,Winter,82,0,0.0,0.0,,1.1306966820392126
2024-12-12,East US,Storage,0,0,0,1045,Winter,90,3,0.0,0.0,,1.078750321293306
2024-12-13,East US,Storage,0,0,0,366,Winter,84,2,0.0,0.0,,1.0886634198632263
2024-12-14,East US,Storage,0,0,0,601,Winter,98,1,0.0,0.0,,1.1444082096406085
2024-12-15,East US,Storage,0,0,0,723,Winter,88,0,0.0,0.0,,1.0687411919421559
2024-12-16,East US,Storage,0,0,0,704,Winter,109,0,0.0,0.0,,1.1285858089307228
2024-12-17,East US,Storage,0,0,0,415,Winter,89,0,0.0,0.0,,1.1572038909461106
2024-12-18,East US,Storage,0,0,0,378,Winter,96,0,0.0,0.0,,1.0887338630969126
2024-12-19,East US,Storage,0,0,0,1149,Winter,92,3,0.0,0.0,,1.1693157988911111
2024-12-20,East US,Storage,0,0,0,1141,Winter,88,1,0.0,0.0,,1.1513713411480884
2024-12-21,East US,Storage,0,0,0,981,Winter,82,0,0.0,0.0,,1.1893439262518783
2024-12-22,East US,Storage,0,0,0,887,Winter,100,2,0.0,0.0,,1.0596178171329984
2024-12-23,East US,Storage,0,0,0,374,Winter,88,1,0.0,0.0,,1.0892841557931225
2024-12-24,East US,Storage,0,0,0,992,Winter,96,1,0.0,0.0,,1.117411854281607
2024-12-25,East US,Storage,0,0,0,364,Winter,90,3,0.0,0.0,,1.0539363726200865
2024-12-26,East US,Storage,0,0,0,922,Winter,103,0,0.0,0.0,,1.0626346713520873
2024-12-27,East US,Storage,0,0,0,1040,Winter,80,0,0.0,0.0,,1.12390837740319
2024-12-28,East US,Storage,0,0,0,904,Winter,96,0,0.0,0.0,,1.053804036108641
2024-12-29,East US,Storage,0,0,0,923,Winter,92,3,0.0,0.0,,1.0838819169266538
2024-12-30,East US,Storage,0,0,0,1136,Winter,91,0,0.0,0.0,,1.194387332695555
2024-12-31,East US,Storage,0,0,0,1121,Winter,102,0,0.0,0.0,,1.1217019225996812
2020-01-01,West Europe,Compute,127251,135018,6019,0,Winter,104,2,,,,1.091733505299385
2020-01-02,West Europe,Compute,119622,133700,9886,0,Winter,89,3,127251.0,,,1.1418121881706875
2020-01-03,West Europe,Compute,80231,88221,8478,0,Winter,96,3,119622.0,,,1.1941372778403934
2020-01-04,West Europe,Compute,54177,64667,3999,0,Winter,95,0,80231.0,,,1.1673410321218434
2020-01-05,West Europe,Compute,66158,79814,14098,0,Winter,96,3,54177.0,,,1.0914413371588731
2020-01-06,West Europe,Compute,96712,101785,7440,0,Winter,95,3,66158.0,,,1.1223414705014894
2020-01-07,West Europe,Compute,126099,143853,11599,0,Winter,97,0,96712.0,,,1.0617382341096793
2020-01-08,West Europe,Compute,54547,64840,5486,0,Winter,105,1,126099.0,127251.0,-57.13432507406622,1.188513279734068
2020-01-09,West Europe,Compute,154419,184615,13324,0,Winter,86,3,54547.0,119622.0,29.089130761899984,1.0583510014293924
2020-01-10,West Europe,Compute,67028,80268,5575,0,Winter,92,0,154419.0,80231.0,-16.456232628285825,1.0884888775031092
2020-01-11,West Europe,Compute,60068,74532,8994,0,Winter,85,0,67028.0,54177.0,10.87361795595917,1.0560655477089516
